iteration,step,reward,is_terminated
0,0,0,False
0,1,0,False
0,2,0,False
0,3,0,False
0,4,0,False
0,5,0,False
0,6,1,True
1,0,0,False
1,1,0,False
1,2,0,False
1,3,0,False
1,4,0,False
1,5,0,False
1,6,0,False
1,7,0,False
1,8,0,False
1,9,0,False
1,10,0,False
1,11,0,False
1,12,0,False
1,13,0,False
1,14,0,False
1,15,0,False
2,0,0,False
2,1,0,False
2,2,0,True
3,0,0,False
3,1,0,True
4,0,0,False
4,1,0,False
4,2,0,True
5,0,0,False
5,1,0,False
5,2,0,False
5,3,0,False
5,4,0,False
5,5,0,False
5,6,0,False
5,7,0,False
5,8,0,False
5,9,0,True
6,0,0,False
6,1,0,False
6,2,0,False
6,3,0,False
6,4,0,True
7,0,0,False
7,1,0,False
7,2,0,False
7,3,0,True
8,0,0,False
8,1,0,False
8,2,0,False
8,3,0,True
9,0,0,False
9,1,0,False
9,2,0,False
9,3,0,False
9,4,0,False
9,5,0,False
9,6,0,False
9,7,0,False
9,8,0,False
9,9,0,False
9,10,0,False
9,11,0,False
9,12,0,False
9,13,0,False
9,14,0,False
9,15,0,False
