iteration,step,reward,is_terminated
0,0,0,False
0,1,0,False
0,2,0,False
0,3,0,False
0,4,0,False
0,5,0,False
0,6,0,False
0,7,0,False
0,8,0,False
0,9,1,True
1,0,0,False
1,1,0,False
1,2,0,False
1,3,0,False
1,4,0,False
1,5,0,False
1,6,0,False
1,7,0,False
1,8,0,False
1,9,1,True
2,0,0,False
2,1,0,False
2,2,0,False
2,3,0,False
2,4,0,False
2,5,0,False
2,6,0,False
2,7,0,False
2,8,0,False
2,9,0,False
2,10,0,False
2,11,1,True
3,0,0,False
3,1,0,False
3,2,0,False
3,3,0,False
3,4,0,False
3,5,0,False
3,6,0,False
3,7,0,False
3,8,0,False
3,9,0,False
3,10,0,False
3,11,0,False
3,12,0,False
3,13,0,False
3,14,0,False
3,15,0,False
3,16,0,False
3,17,0,False
3,18,0,False
3,19,0,False
3,20,0,False
3,21,0,False
3,22,0,False
3,23,0,False
3,24,0,False
3,25,0,False
3,26,0,False
3,27,0,False
3,28,0,False
3,29,0,False
3,30,0,False
3,31,0,False
3,32,0,False
3,33,0,False
3,34,0,False
3,35,0,False
4,0,0,False
4,1,0,False
4,2,0,False
4,3,0,False
4,4,0,False
4,5,0,False
4,6,0,False
4,7,0,False
4,8,0,False
4,9,0,False
4,10,0,False
4,11,0,False
4,12,0,False
4,13,0,False
4,14,0,False
4,15,0,False
4,16,0,False
4,17,0,False
4,18,0,False
4,19,0,False
4,20,0,False
4,21,0,False
4,22,0,False
4,23,0,False
4,24,0,False
4,25,0,False
4,26,0,False
4,27,0,False
4,28,0,False
4,29,0,False
4,30,0,False
4,31,0,False
4,32,0,False
4,33,0,False
4,34,0,False
4,35,0,False
5,0,0,False
5,1,0,False
5,2,0,False
5,3,0,False
5,4,0,False
5,5,0,False
5,6,0,False
5,7,0,False
5,8,0,False
5,9,0,False
5,10,0,False
5,11,0,False
5,12,0,False
5,13,0,False
5,14,0,False
5,15,0,False
5,16,0,False
5,17,0,False
5,18,0,False
5,19,0,False
5,20,0,False
5,21,0,False
5,22,0,False
5,23,0,False
5,24,0,False
5,25,0,False
5,26,0,False
5,27,0,False
5,28,0,False
5,29,0,False
5,30,0,False
5,31,0,False
5,32,0,False
5,33,0,False
5,34,0,False
5,35,0,False
6,0,0,False
6,1,0,False
6,2,0,False
6,3,0,False
6,4,0,False
6,5,0,False
6,6,0,False
6,7,0,False
6,8,0,False
6,9,0,False
6,10,0,False
6,11,0,False
6,12,0,False
6,13,0,False
6,14,0,False
6,15,0,False
6,16,0,False
6,17,0,False
6,18,0,False
6,19,0,False
6,20,0,False
6,21,0,False
6,22,0,False
6,23,0,False
6,24,0,False
6,25,0,False
6,26,0,False
6,27,0,False
6,28,0,False
6,29,0,False
6,30,0,False
6,31,0,False
6,32,0,False
6,33,0,False
6,34,0,False
6,35,0,False
7,0,0,False
7,1,0,False
7,2,0,False
7,3,0,False
7,4,0,False
7,5,0,False
7,6,0,False
7,7,0,False
7,8,0,False
7,9,1,True
9,0,0,False
9,1,0,False
9,2,0,False
9,3,0,False
9,4,0,False
9,5,0,False
9,6,0,False
9,7,0,False
9,8,0,False
9,9,0,False
9,10,0,False
9,11,0,False
9,12,0,False
9,13,0,False
9,14,0,False
9,15,0,False
9,16,0,False
9,17,0,False
9,18,0,False
9,19,0,False
9,20,0,False
9,21,0,False
9,22,0,False
9,23,0,False
9,24,0,False
9,25,0,False
9,26,0,False
9,27,0,False
9,28,0,False
9,29,0,False
9,30,0,False
9,31,0,False
9,32,0,False
9,33,0,False
9,34,0,False
9,35,0,False
