iteration,step,reward,is_terminated
0,0,0,False
0,1,0,False
0,2,0,False
0,3,0,False
0,4,0,False
0,5,0,False
0,6,0,False
0,7,0,False
0,8,0,False
0,9,0,False
0,10,0,False
0,11,0,False
0,12,0,False
0,13,0,False
0,14,0,False
0,15,0,False
0,16,0,False
0,17,0,False
0,18,0,False
0,19,0,False
0,20,0,False
0,21,0,False
0,22,0,False
0,23,0,False
0,24,1,True
1,0,0,False
1,1,0,False
1,2,0,False
1,3,0,False
1,4,0,False
1,5,0,False
1,6,0,False
1,7,0,False
1,8,0,False
1,9,0,False
1,10,0,False
1,11,0,False
1,12,0,False
1,13,0,False
1,14,0,False
1,15,1,True
3,0,0,False
3,1,0,False
3,2,0,False
3,3,0,False
3,4,0,False
3,5,0,False
3,6,0,False
3,7,0,False
3,8,0,False
3,9,0,False
3,10,0,False
3,11,0,False
3,12,0,False
3,13,0,False
3,14,0,False
3,15,0,False
3,16,0,False
3,17,0,False
3,18,0,False
3,19,0,False
3,20,0,True
4,0,0,False
4,1,0,False
4,2,0,False
4,3,0,False
4,4,0,False
4,5,0,False
4,6,0,False
4,7,0,False
4,8,0,False
4,9,0,False
4,10,0,False
4,11,0,False
4,12,0,False
4,13,0,False
4,14,0,False
4,15,0,False
4,16,0,False
4,17,0,False
4,18,0,False
4,19,0,False
4,20,0,False
4,21,0,False
4,22,0,False
4,23,0,False
4,24,0,False
4,25,0,False
4,26,0,False
4,27,0,False
4,28,0,False
4,29,0,False
4,30,0,False
4,31,0,False
4,32,0,False
4,33,0,False
4,34,0,False
4,35,0,False
4,36,0,False
4,37,0,False
4,38,0,False
4,39,0,True
6,0,0,False
6,1,0,False
6,2,0,False
6,3,0,False
6,4,0,False
6,5,0,False
6,6,0,False
6,7,0,False
6,8,0,False
6,9,0,False
6,10,0,False
6,11,0,False
6,12,0,False
6,13,0,False
6,14,0,False
6,15,0,False
6,16,0,False
6,17,0,False
6,18,0,False
6,19,0,False
6,20,0,False
6,21,0,False
6,22,0,False
6,23,0,False
6,24,0,False
6,25,0,False
6,26,0,False
6,27,0,False
6,28,0,False
6,29,0,False
6,30,0,False
6,31,0,False
6,32,0,False
6,33,0,False
6,34,0,False
6,35,0,False
6,36,0,False
6,37,0,False
6,38,0,False
6,39,0,False
6,40,0,False
6,41,0,False
6,42,0,False
6,43,0,False
6,44,0,False
6,45,0,False
6,46,0,False
6,47,0,False
6,48,0,False
6,49,0,False
6,50,0,False
6,51,0,False
6,52,0,False
6,53,0,True
7,0,0,False
7,1,0,False
7,2,0,False
7,3,0,False
7,4,0,False
7,5,0,False
7,6,0,False
7,7,0,False
7,8,0,False
7,9,0,False
7,10,0,False
7,11,0,False
7,12,0,False
7,13,0,False
7,14,0,False
7,15,0,False
7,16,0,False
7,17,0,False
7,18,0,False
7,19,0,False
7,20,0,False
7,21,0,False
7,22,0,False
7,23,0,False
7,24,0,False
7,25,0,False
7,26,0,False
7,27,0,False
7,28,0,False
7,29,0,False
7,30,0,False
7,31,0,False
7,32,0,False
7,33,0,False
7,34,0,False
7,35,0,False
7,36,0,False
7,37,0,False
7,38,0,False
7,39,0,False
7,40,0,False
7,41,0,False
7,42,0,False
7,43,0,False
7,44,0,False
7,45,0,False
7,46,0,False
7,47,0,False
7,48,0,False
7,49,0,False
7,50,0,False
7,51,0,False
7,52,0,False
7,53,0,False
7,54,0,False
7,55,0,False
7,56,0,False
7,57,0,False
7,58,0,False
7,59,0,False
