iteration,step,reward,is_terminated
0,0,0,False
0,1,0,True
1,0,0,False
1,1,0,False
1,2,0,False
1,3,0,False
1,4,0,False
1,5,0,False
1,6,0,False
1,7,0,False
1,8,0,False
1,9,0,False
1,10,0,False
1,11,0,False
1,12,0,False
1,13,0,False
1,14,0,False
1,15,0,False
1,16,0,False
1,17,0,False
1,18,0,False
1,19,0,False
1,20,0,False
1,21,0,False
1,22,0,False
1,23,0,False
1,24,0,False
1,25,0,False
1,26,0,False
1,27,0,False
1,28,0,False
1,29,0,False
1,30,0,False
1,31,0,False
1,32,0,False
1,33,0,False
1,34,0,False
1,35,0,False
1,36,0,False
1,37,0,False
1,38,1,True
2,0,0,False
2,1,0,False
2,2,0,False
2,3,0,False
2,4,0,False
2,5,0,False
2,6,0,False
2,7,0,False
2,8,0,False
2,9,0,False
2,10,0,False
2,11,0,False
2,12,0,False
2,13,0,False
2,14,0,False
2,15,1,True
3,0,0,False
3,1,0,False
3,2,0,False
3,3,0,False
3,4,0,False
3,5,0,False
3,6,0,False
3,7,0,False
3,8,0,False
3,9,0,False
3,10,0,False
3,11,1,True
4,0,0,False
4,1,0,False
4,2,0,False
4,3,0,False
4,4,0,False
4,5,0,False
4,6,0,False
4,7,0,False
4,8,0,False
4,9,0,False
4,10,0,False
4,11,0,False
4,12,1,True
5,0,0,False
5,1,0,False
5,2,0,False
5,3,0,True
6,0,0,False
6,1,0,False
6,2,0,False
6,3,0,False
6,4,0,False
6,5,0,True
8,0,0,False
8,1,0,False
8,2,0,False
8,3,0,False
8,4,0,False
8,5,0,False
8,6,0,False
8,7,0,False
8,8,0,False
8,9,0,False
8,10,0,False
8,11,0,False
8,12,0,False
8,13,0,False
8,14,0,False
8,15,0,False
8,16,0,False
8,17,0,False
8,18,0,False
8,19,0,False
8,20,1,True
9,0,0,False
9,1,0,False
9,2,0,False
9,3,0,False
9,4,0,False
9,5,0,False
9,6,0,True
