iteration,step,reward,is_terminated
0,0,0,False
0,1,0,False
0,2,0,False
0,3,0,False
0,4,0,False
0,5,0,False
0,6,0,True
1,0,0,False
1,1,0,False
1,2,0,False
1,3,0,False
1,4,0,False
1,5,0,False
1,6,0,False
1,7,0,False
1,8,0,False
1,9,0,False
1,10,1,True
3,0,0,False
3,1,0,False
3,2,0,False
3,3,0,False
3,4,0,False
3,5,0,True
4,0,0,False
4,1,0,False
4,2,0,False
4,3,0,True
5,0,0,False
5,1,0,False
5,2,0,False
5,3,0,False
5,4,0,False
5,5,0,False
5,6,0,False
5,7,0,False
5,8,0,False
5,9,0,False
5,10,0,False
5,11,0,False
5,12,0,False
5,13,0,False
5,14,0,False
5,15,0,False
5,16,0,False
5,17,0,False
5,18,0,False
5,19,0,False
5,20,0,False
5,21,0,False
5,22,0,False
5,23,0,False
5,24,0,False
6,0,0,False
6,1,0,False
6,2,0,False
6,3,0,False
6,4,0,False
6,5,0,False
6,6,0,False
6,7,0,False
6,8,0,False
6,9,0,False
6,10,0,False
6,11,1,True
7,0,0,False
7,1,0,False
7,2,0,False
7,3,0,False
7,4,0,False
7,5,0,False
7,6,0,False
7,7,0,False
7,8,0,False
7,9,0,False
7,10,0,False
7,11,0,False
7,12,0,False
7,13,0,False
7,14,0,False
7,15,1,True
8,0,0,False
8,1,0,False
8,2,0,False
8,3,0,False
8,4,0,False
8,5,0,False
8,6,0,False
8,7,0,False
8,8,0,False
8,9,0,False
8,10,0,False
8,11,0,False
8,12,0,False
8,13,0,False
8,14,1,True
9,0,0,False
9,1,0,False
9,2,0,False
9,3,0,False
9,4,0,False
9,5,0,False
9,6,0,False
9,7,0,False
9,8,0,False
9,9,0,False
9,10,0,False
9,11,0,False
9,12,0,False
9,13,0,False
9,14,0,False
9,15,0,False
9,16,0,False
9,17,0,False
9,18,0,False
9,19,0,False
9,20,0,False
9,21,1,True
